{:mhp=>1000, :dead=>0, :st=>[], :seiferp=>false}
HP	HP rate	CL 1/1..4	CL 2/1..4	CL 3/1..4	CL 4/1..4	CL 1..4/All	CL 2..4/All	CL 3..4/All	CL 4..4/All
720	0.720000	0.443299	0.319588	0.226804	0.010309	0.378906	0.210938	0.089844	0.003906
730	0.730000	0.452632	0.315789	0.231579	0.000000	0.371094	0.203125	0.085938	0.000000
740	0.740000	0.451613	0.322581	0.225806	0.000000	0.363281	0.199219	0.082031	0.000000
750	0.750000	0.461538	0.329670	0.208791	0.000000	0.355469	0.191406	0.074219	0.000000
760	0.760000	0.471910	0.325843	0.202247	0.000000	0.347656	0.183594	0.070312	0.000000
770	0.770000	0.471264	0.344828	0.183908	0.000000	0.339844	0.179688	0.062500	0.000000
780	0.780000	0.482353	0.341176	0.176471	0.000000	0.332031	0.171875	0.058594	0.000000
790	0.790000	0.493976	0.349398	0.156627	0.000000	0.324219	0.164062	0.050781	0.000000
800	0.800000	0.493827	0.358025	0.148148	0.000000	0.316406	0.160156	0.046875	0.000000
810	0.810000	0.506329	0.354430	0.139241	0.000000	0.308594	0.152344	0.042969	0.000000
820	0.820000	0.519481	0.363636	0.116883	0.000000	0.300781	0.144531	0.035156	0.000000
830	0.830000	0.520000	0.373333	0.106667	0.000000	0.292969	0.140625	0.031250	0.000000
840	0.840000	0.534247	0.383562	0.082192	0.000000	0.285156	0.132812	0.023438	0.000000
850	0.850000	0.549296	0.380282	0.070423	0.000000	0.277344	0.125000	0.019531	0.000000
860	0.860000	0.550725	0.405797	0.043478	0.000000	0.269531	0.121094	0.011719	0.000000
870	0.870000	0.567164	0.402985	0.029851	0.000000	0.261719	0.113281	0.007812	0.000000
880	0.880000	0.584615	0.400000	0.015385	0.000000	0.253906	0.105469	0.003906	0.000000
890	0.890000	0.587302	0.412698	0.000000	0.000000	0.246094	0.101562	0.000000	0.000000
900	0.900000	0.606557	0.393443	0.000000	0.000000	0.238281	0.093750	0.000000	0.000000
910	0.910000	0.627119	0.372881	0.000000	0.000000	0.230469	0.085938	0.000000	0.000000
920	0.920000	0.631579	0.368421	0.000000	0.000000	0.222656	0.082031	0.000000	0.000000
930	0.930000	0.654545	0.345455	0.000000	0.000000	0.214844	0.074219	0.000000	0.000000
940	0.940000	0.679245	0.320755	0.000000	0.000000	0.207031	0.066406	0.000000	0.000000
950	0.950000	0.686275	0.313725	0.000000	0.000000	0.199219	0.062500	0.000000	0.000000
960	0.960000	0.714286	0.285714	0.000000	0.000000	0.191406	0.054688	0.000000	0.000000
970	0.970000	0.744681	0.255319	0.000000	0.000000	0.183594	0.046875	0.000000	0.000000
980	0.980000	0.755556	0.244444	0.000000	0.000000	0.175781	0.042969	0.000000	0.000000
990	0.990000	0.790698	0.209302	0.000000	0.000000	0.167969	0.035156	0.000000	0.000000
1000	1.000000	0.829268	0.170732	0.000000	0.000000	0.160156	0.027344	0.000000	0.000000
